r,density
0.016850153675618373, 0.09006095270327438
0.08975285937421262, 0.09091737341260989
0.14554574638844298, 0.09101234283780354
0.20431425404343218, 0.09061041866332331
0.2690340029799392, 0.09028747416387657
0.31366831259132355, 0.09005058897631874
0.3865710182899178, 0.08956066733841503
0.4393882846633892, 0.08914154206906555
0.5011324129591375, 0.08865337015129722
0.5628765412548855, 0.08810220830865556
0.6130901395676929, 0.08744929351044928
0.6833891772056231, 0.08695183461657782
0.813572580238827, 0.0854801853888748
0.8864752859374212, 0.08491394903429764
0.943755983272031, 0.08439670484351083
1.0010366806066409, 0.0838540224138329
1.0583173779412507, 0.08337069587490097
1.1155980752758603, 0.08287888992300534
1.1728787726104701, 0.08245491927481943
1.2197447977024236, 0.08213270158219815
1.2874401672796896, 0.08172145005345784
1.34323305429392, 0.08137763004685755
1.399397893888245, 0.0809014908198663
1.4905262760114881, 0.08032941309191415
1.5998803345593793, 0.07993559146759925
1.6988197208646143, 0.07975846595235714
1.7977591071698493, 0.07961431593197393
1.8550398045044594, 0.07930057765231638
1.912320501839069, 0.0794532070856633
1.9696011991736786, 0.07930057765231638
2.0268818965082884, 0.07905467467636856
2.0841625938428985, 0.07895292172080394
2.1414432911775076, 0.07869005991892869
2.1987239885121177, 0.078410239291126
2.2560046858467278, 0.07805410394664984
2.313285383181338, 0.07764709212439139
2.370566080515947, 0.07713832734656832
2.427846777850557, 0.07660412432985408
2.485127475185167, 0.07593425070572037
2.5424081725197762, 0.07519654177787692
2.5996888698543863, 0.07433164165557768
2.6569695671889964, 0.07336498857771385
2.7142502645236055, 0.07230506195724912
2.7715309618582156, 0.07112642355529232
2.8288116591928256, 0.06984603219777093
2.886092356527435, 0.06843844964579376
2.943373053862045, 0.06693759355121567
3.000653751196655, 0.06531802567514557
3.057934448531264, 0.06358822543054712
3.115215145865874, 0.06177363105631149
3.16989217513982, 0.06033467467636855
3.2245692044137657, 0.05818683937265881
3.274038897566383, 0.05698382265843134
3.3156975865370084, 0.054663643286234034
3.359959943568298, 0.05405736525932821
3.4016186325389235, 0.05094327258369294
3.5057653549654866, 0.047663887884684925
3.5968937370887293, 0.043641819668894716
3.6932294553333005, 0.039956101500665336
3.7947725096991993, 0.035946752404320714
3.8885045598831063, 0.032837634317624154
3.9744256058850214, 0.029079841139203172
4.052535647704944, 0.025973549523494538
4.094194336675569, 0.02503685703810249
4.135853025646194, 0.02298031674730211
4.187926386859475, 0.02187799306201879
4.239999748072758, 0.019893810428508796
4.292073109286039, 0.01873778379445526
4.344146470499321, 0.017002330607881005
4.40142716783393, 0.015688021598504742
4.45870786516854, 0.014305877285418711
4.51598856250315, 0.012904230322516141
4.573269259837759, 0.01197403872039629
4.630549957172369, 0.010435025267481468
4.687830654506979, 0.009767695467236881
4.745111351841588, 0.008573794121945394
4.802392049176198, 0.007878482258920544
4.8596727465108085, 0.007098376266258477
4.9169534438454185, 0.006157161427285812
4.974234141180028, 0.005854729031579853
5.014590996120321, 0.005018800236906679
5.088216942946878, 0.004808934766054651
5.187734922154482, 0.004280384691316225
5.2918816445810455, 0.003036737456637628
5.390821030886281, 0.0005861871101231486
5.451226129893687, 0.00007063880192909044
5.5001750894341725, 0.0003214409942559615
5.593907139618079, 0.000300148246147075
5.692846525923314, 0.00030727723408319196
5.75217464419702, 0.0015183787030222107
5.810470989353428, 0.001277773975913582
5.864481014991354, 0.0012560672450983301
5.928639246378818, 0.0010218437737956054
5.971387172211784, 0.001082897223299406
