r,density
0.13330646894476683, 0.23978201597657062
0.1999408983451536, 0.24006884698824837
0.3850365355684505, 0.24458195368761543
0.4516709649688374, 0.24628053108489462
0.6219589512142704, 0.2538367355487802
0.6885933806146572, 0.25653473975237406
0.8403718031377606, 0.26460130173899105
1.0698903932946489, 0.27606703530071725
1.1402267354395015, 0.2802475972959204
1.3031108961960025, 0.28881667376979314
1.3660434128519237, 0.2914467049992654
1.5289275736084247, 0.2983600793364587
1.5955620030088116, 0.30355373742837677
1.7769557274876426, 0.30826740174919043
1.8398882441435633, 0.3091615077934047
2.0286857941113263, 0.31196931449365634
2.091618310767247, 0.31209480306126536
2.287819686223942, 0.3111222666622955
2.3507522028798626, 0.31002424169571663
2.5321459273586937, 0.3051615597008673
2.5987803567590806, 0.30336886587788137
2.7690683430045135, 0.2955303121368754
2.8320008596604342, 0.29299962602342694
2.9985869331614015, 0.2832010603692897
3.0578175370728564, 0.2802081580318147
3.205894046851494, 0.268393409391426
3.265124650762949, 0.26509306006330885
3.4057973350526547, 0.2535230141297577
3.465027938964109, 0.24983992467043314
3.6057006232538154, 0.23708401177297678
3.6612293144208046, 0.23250760057298553
3.7093541800988614, 0.22315478076837614
3.789489703037889, 0.2182478497001772
3.8611326026219643, 0.21205437081939665
3.9314689447668174, 0.20615107985735465
4.012911025145068, 0.20136010561542472
4.094353105523319, 0.1931943852517239
4.17579518590157, 0.18855130825019029
4.25723726627982, 0.18133362413654514
4.33867934665807, 0.175280892225537
4.420121427036321, 0.1693201852641088
4.501563507414572, 0.16251243047131975
4.583005587792822, 0.1571791663479366
4.664447668171073, 0.15077924939987686
4.745889748549324, 0.14497540314795992
4.827331828927574, 0.13901469618653173
4.9087739093058245, 0.13349319921173508
4.993506578790267, 0.12792987271440204
5.085231750125368, 0.1219482509917057
5.175311626907372, 0.11200328200869131
5.256753707285623, 0.10739157714906
5.3381957876638735, 0.10212105730948134
5.419637868042124, 0.09685053746990274
5.4873299867980725, 0.0933054854349481
5.606378799818517, 0.08586680201056923
5.659028225517588, 0.08318274098115425
5.819444444444445, 0.07426259530028007
5.867569310122502, 0.07225477821853588
6.048963034601333, 0.06259215851264172
6.108193638512788, 0.060038466161798254
6.278481624758221, 0.05239621239440928
6.341414141414142, 0.049996243538886875
6.515404040404041, 0.04317280267514667
6.582038469804428, 0.04099916141477622
6.730114979583066, 0.03606309101654842
6.804153234472384, 0.03360429939495929
6.870787663872771, 0.03256901871218493
6.978143133462283, 0.0280828024201627

