Tlabs,1S0,3P0,3P1,1D2
10,55.22198661839756,3.745987210949553,-2.0406170676556625,0.16633333111029852
100,24.984451478587598,9.166323767454536,-13.418694834616103,3.72246752132942
200,6.560116623436615,-0.09563666187124244,-21.170125469723196,7.17771304293742
