Tlabs,1S0,3P0,3P1,1D2
10,55.22497489383784,3.7435706188044704,-2.0457562428628124,0.16653412348052418
100,24.980323114362495,9.215718249550832,-13.37467882103392,3.7765532420310404
200,6.559900750861468,-0.13979151130664413,-21.19276001395145,6.98815427855203
